hedge,sentence,gemini_label,softness_harshness,formality,degree,softens_harshness
kind of," A little bit of that kind of off-topic tangent is no big deal, I'm sure I've done it myself many times.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 2}",8.0,4.0,2.0,8.0
kind of," It's just that at ''this'' article talk, where we have so many editors who have little experience, and so much irrelevance in arguments, I'm trying to be very clear about what is and isn't okay per talk policy to kind of try to keep it to a minimum.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 3, ""degree"": 1}",7.0,3.0,1.0,7.0
very," It's just that at ''this'' article talk, where we have so many editors who have little experience, and so much irrelevance in arguments, I'm trying to be very clear about what is and isn't okay per talk policy to kind of try to keep it to a minimum.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
mostly,** [[d:Wikidata:WikiProject_Antiquity/Patristic_Text_Archive|Antiquity: Patristic Text Archive]] is a web archive for (mostly) Greek [[d:Q189380|Patristic]] archival texts.,"{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 5, ""degree"": 5}",6.0,5.0,5.0,6.0
quite,":I would be quite content to either delete, reword or add authorities as necessary.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 7, ""degree"": 3}",6.0,7.0,3.0,6.0
really,You really are wasting your time arguing with that user.,"{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 4, ""degree"": 3}",4.0,4.0,3.0,4.0
very,This vandalism has been ongoing very actively for almost two months now.,"{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 5, ""degree"": 5}",4.0,5.0,5.0,4.0
very,"Today, I made some contributions to the Wikipedia that I deem as very benefiting.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,:It is indeed very hard for me to believe that you just registered for the first time and that the first thing you noticed here in Wikipedia is the [[Roman Miroshnichenko]] dispute.,"{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 5, ""degree"": 5}",4.0,5.0,5.0,4.0
fairly,"*To me these appear to be different people, unless they are capable of shuttling between two fairly distant cities in less than a day on multiple occasions.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 5, ""degree"": 4}",6.0,5.0,4.0,6.0
quite,"*:::::Even while interacting and communicating on the Internet, it is quite important not to say rude things, not to label someone as a sockpuppet or a meat (as you say) groundlessly and without proper investigation, and not to push others into answering unrelated questions that have nothing to do with the current process.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 7, ""degree"": 4}",6.0,7.0,4.0,6.0
quite, I just wanted to let you know that one or more of [[Special:Contributions/2A02:C7C:AF46:4C00:793C:3FBC:3CE8:289B|your recent contributions]] were not quite right.,"{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 7, ""degree"": 4}",8.0,7.0,4.0,8.0
quite, I just wanted to let you know that one or more of [[Special:Contributions/2001:B07:A9A:C129:E00B:9FC5:AF86:8569|your recent contributions]] were not quite right.,"{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 6, ""degree"": 4}",8.0,6.0,4.0,8.0
quite, I just wanted to let you know that one or more of [[Special:Contributions/2A02:6B67:D582:300:F87D:DD91:56A0:C19B|your recent contributions]] were not quite right.,"{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 7, ""degree"": 5}",8.0,7.0,5.0,8.0
very,"{{divbox|blue|3=an impressive CV but a VERY, VERY poor encyclopaedia article.","{""is_modifier"": true, ""softens_harshness"": 0, ""formality"": 3, ""degree"": 5}",0.0,3.0,5.0,0.0
quite, I just wanted to let you know that one or more of [[Special:Contributions/99.251.216.190|your recent contributions]] were not quite right.,"{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 7, ""degree"": 4}",8.0,7.0,4.0,8.0
rather,:Rather done to notice if anyone would notice it!,"{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 7, ""degree"": 4}",7.0,7.0,4.0,7.0
really,"[[File:Information.svg|25px|alt=Information icon]] Before adding a category to an article, please make sure that the subject of the article really belongs in the category that you specified according to Wikipedia's [[Wikipedia:Categorization|categorization guidelines]].","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 4, ""degree"": 2}",4.0,4.0,2.0,4.0
really,"[[File:Information.svg|25px|alt=Information icon]] Before adding a category to an article, as you did to [[:Kangta]], please make sure that the subject of the article really belongs in the category that you specified according to Wikipedia's [[Wikipedia:Categorization|categorization guidelines]].","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 4, ""degree"": 1}",4.0,4.0,1.0,4.0
a bit," Definitely something suspicious, but I'm actually a bit unsure about their connection to PakistanHistorian.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 5}",8.0,4.0,5.0,8.0
very,::Thank you for the reply and thank you very much for the vandalism alert about this IP.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 6, ""degree"": 5}",5.0,6.0,5.0,5.0
really," I don't really recall which sources I used, though the afromentioned Rezakhani was amongst them.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 4, ""degree"": 2}",7.0,4.0,2.0,7.0
really,"::I would really like the sources for the map as i have talked with other Sassanian map makers and sometimes they agreed with you and sometimes they didnt [[User:MrHappy2020|MrHappy2020]] ([[User talk:MrHappy2020|talk]]) 11:53, 25 December 2024 (UTC)","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 4, ""degree"": 4}",6.0,4.0,4.0,6.0
really,":::Sorry, but I still don't really recall which sources I used.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 3}",8.0,4.0,3.0,8.0
very, Thank you very much and likewise!,"{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 6, ""degree"": 5}",6.0,6.0,5.0,6.0
really," I'm not really an expert in the areas where their edits have been done, but it looks like you might be.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 4, ""degree"": 3}",7.0,4.0,3.0,7.0
very, Wishing you a Very happy and productive 2025!,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very, Thank you very much for letting me know.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 6, ""degree"": 5}",5.0,6.0,5.0,5.0
very," I'm telling you this so you know that these people live on these lands since a very long time, there is no way that so many people just randomly appeared here.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
really, It's really not that serious.,"{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 4, ""degree"": 2}",7.0,4.0,2.0,7.0
very," Yes, but very rarely does something jump to diff almost 2 years ago and bring them up.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,:::::::# So you can't tell how so many people of one ethnicity can appear on these land in a very little time because it's physically impossible to reproduce that fast.,"{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 5, ""degree"": 5}",4.0,5.0,5.0,4.0
pretty,::::::::I find it pretty relevant to ask when you bring up two random diffs from almost 2 years ago.,"{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 3, ""degree"": 4}",7.0,3.0,4.0,7.0
a little," It's just a little neat thing, everyone can easily become a ""member"".","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 4, ""degree"": 4}",6.0,4.0,4.0,6.0
very,::::::::{{tq|So you can't tell how so many people of one ethnicity can appear on these land in a very little time because it's physically impossible to reproduce that fast.,"{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 5, ""degree"": 5}",4.0,5.0,5.0,4.0
a little,:::::::::# It's a little suspicious because everything in your profile is about supporting Armenia's actions.,"{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 5}",8.0,4.0,5.0,8.0
a little,::::::::::{{tq|It's a little suspicious because everything in your profile is about supporting Armenia's actions.,"{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 4}",8.0,4.0,4.0,8.0
very," If I hadn't done that to my friend, it would be very impolite towards them.","{""is_modifier"": true, ""softens_harshness"": 3, ""formality"": 5, ""degree"": 5}",3.0,5.0,5.0,3.0
mostly, The point of your profile is mostly to support Armenia's actions.,"{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 5, ""degree"": 5}",7.0,5.0,5.0,7.0
really, Tell me honestly do you really like to spread negativity?,"{""is_modifier"": true, ""softens_harshness"": 3, ""formality"": 4, ""degree"": 4}",3.0,4.0,4.0,3.0
quite,"::::::::::::Also i don't quite understand this ""Wikipedia does engage in anachronism"".","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 6, ""degree"": 4}",8.0,6.0,4.0,8.0
quite,":::::::::::::# I repeat that i don't quite understand this ""Wikipedia does engage in anachronism"".","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 7, ""degree"": 4}",8.0,7.0,4.0,8.0
very,Have a very happy first edit anniversary!,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very," Thank you very much, time flies too fast.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 6, ""degree"": 5}",5.0,6.0,5.0,5.0
a bit," Looks like I was a bit too hasty on this one, my bad.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 4}",8.0,4.0,4.0,8.0
very," My pleasure, thank you very much!","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 6, ""degree"": 5}",5.0,6.0,5.0,5.0
somewhat,"[https://en.wikipedia.org/w/index.php?title=Sayyid_Mir_Jan&diff=1261883382&oldid=1255221092] After looking at [[Special:Contributions/Remote-Control65|Remote-Control65's contributions]], I could see that they are somewhat of a [[WP:SPA]], all their contributions are basically like these.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 6, ""degree"": 4}",8.0,6.0,4.0,8.0
very, I'm not very proficient in English.,"{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 5, ""degree"": 5}",8.0,5.0,5.0,8.0
pretty," Thanks for notifing me, I'm pretty sure it is the LTA [[Wikipedia:Sockpuppet investigations/SheryOfficial]].","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 3, ""degree"": 5}",7.0,3.0,5.0,7.0
really," I haven't really looked in depth into the [[WP:RS]] about this event, though it seems like I should.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 4, ""degree"": 3}",7.0,4.0,3.0,7.0
very,3) Each of the books I use is a very important study.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,:{{tq|Each of the books I use is a very important study.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
a bit," Please be a bit more forthright, we both know that isn't what we're talking about and not what you (at least initially) only intended.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 5}",8.0,4.0,5.0,8.0
rather," In some instances, the name Azarbaijan was used in a manner that included the Aran region immediately to the north of the River Aras, but this was rather an exception.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 8, ""degree"": 3}",7.0,8.0,3.0,7.0
mostly," I'm not trying to discourage you from editing Wikipedia, but I would like to point out that adding place names like you have been doing in recent days is mostly pointless, as most such edits will inevitably be reverted, sooner of later, as those names are not co-official.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 5, ""degree"": 5}",7.0,5.0,5.0,7.0
quite," Maybe you could, for example, expand on Sorbian history or culture in various locations, or, on etymology, historical events and affiliations, since Lusatia was ruled by various countries at various times, as many articles about Lusatian towns tend to have very little of such information (like Döbern, Spremberg, Guhrow, Peitz, Drehnow, even Löbau, Calau are still quite short), compared to articles about similar sized towns in Poland, for example.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 6, ""degree"": 4}",7.0,6.0,4.0,7.0
very," Maybe you could, for example, expand on Sorbian history or culture in various locations, or, on etymology, historical events and affiliations, since Lusatia was ruled by various countries at various times, as many articles about Lusatian towns tend to have very little of such information (like Döbern, Spremberg, Guhrow, Peitz, Drehnow, even Löbau, Calau are still quite short), compared to articles about similar sized towns in Poland, for example.","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 5, ""degree"": 5}",4.0,5.0,5.0,4.0
